Data,Unique ZZP users per 10.000 tweets,CBS data,UniqueZZP,Messages Per Day,Nltwitter gebruikers,"Unique ZZP users per 10,000 tweets per 10 million Dutch twitter users",,,,,jaar,Nltwitter gebruikers
1/1/2014,1.32,1337,382,2889915,3500000.00,3.7766805301,,,,,2005,0
1/2/2014,2.82,#N/A,756,2684388,3500000.00,8.0465268061,,,,,2006,0
1/3/2014,2.55,#N/A,733,2872157,3500000.00,7.2916825727,,,,,2007,46
1/4/2014,2.15,#N/A,565,2622057,3500000.00,6.1565622497,,,,,2008,6000
1/5/2014,1.75,#N/A,514,2930259,3500000.00,5.0117461582,,,,,2009,409000
1/6/2014,3.30,#N/A,954,2891395,3500000.00,9.426986924,,,,,2010,2250000
1/7/2014,4.72,#N/A,1238,2623048,3500000.00,13.4848575289,,,,,2011,3106000
1/8/2014,4.12,#N/A,1045,2536461,3500000.00,11.7711815231,,,,,2012,4222000
1/9/2014,3.61,#N/A,902,2501514,3500000.00,10.3023323361,,,,,2013,3675000
1/10/2014,7.79,#N/A,1930,2478078,3500000.00,22.2522685496,,,,,2014,3500000
1/11/2014,2.81,#N/A,691,2457462,3500000.00,8.0338402559,,,,,2015,2800000
1/12/2014,2.02,#N/A,534,2645943,3500000.00,5.7662401863,,,,,,
1/13/2014,4.96,#N/A,1260,2541879,3500000.00,14.1627512561,,,,,,
1/14/2014,3.66,#N/A,921,2514013,3500000.00,10.4670444084,,,,,,
1/15/2014,3.70,#N/A,910,2456685,3500000.00,10.583367424,,,,,,
1/16/2014,4.70,#N/A,1091,2319339,3500000.00,13.4397897726,,,,,,
1/17/2014,3.64,#N/A,914,2512459,3500000.00,10.3939151701,,,,,,
1/18/2014,2.46,#N/A,590,2394038,3500000.00,7.0413012898,,,,,,
1/19/2014,2.11,#N/A,564,2674213,3500000.00,6.0258048683,,,,,,
1/20/2014,4.02,#N/A,918,2284272,3500000.00,11.4822452968,,,,,,
1/21/2014,4.55,#N/A,1056,2322135,3500000.00,12.9929692164,,,,,,
1/22/2014,4.56,#N/A,1140,2498605,3500000.00,13.0358454303,,,,,,
1/23/2014,4.73,#N/A,1156,2444521,3500000.00,13.5112651634,,,,,,
1/24/2014,3.61,#N/A,830,2298040,3500000.00,10.3193528895,,,,,,
1/25/2014,2.41,#N/A,577,2391806,3500000.00,6.8925800361,,,,,,
1/26/2014,2.52,#N/A,659,2611196,3500000.00,7.2107078245,,,,,,
1/27/2014,4.07,#N/A,985,2417519,3500000.00,11.6412144611,,,,,,
1/28/2014,3.92,#N/A,932,2377073,3500000.00,11.2022522777,,,,,,
1/29/2014,3.62,#N/A,891,2461199,3500000.00,10.3433907039,,,,,,
1/30/2014,4.20,#N/A,991,2357910,3500000.00,12.0082130846,,,,,,
1/31/2014,3.35,#N/A,797,2378682,3500000.00,9.5731285525,,,,,,
2/1/2014,2.67,#N/A,652,2440316,3500000.00,7.6336717985,,,,,,
2/2/2014,2.16,#N/A,547,2526936,3500000.00,6.1847911576,,,,,,
2/3/2014,4.12,#N/A,941,2285172,3500000.00,11.7652913154,,,,,,
2/4/2014,3.90,#N/A,899,2306051,3500000.00,11.1383981905,,,,,,
2/5/2014,4.81,#N/A,1155,2400291,3500000.00,13.7483330146,,,,,,
2/6/2014,4.79,#N/A,1144,2389082,3500000.00,13.6812860696,,,,,,
2/7/2014,3.81,#N/A,910,2389051,3500000.00,10.882982406,,,,,,
2/8/2014,2.12,#N/A,503,2374039,3500000.00,6.0535772881,,,,,,
2/9/2014,1.97,#N/A,499,2535581,3500000.00,5.6228307663,,,,,,
2/10/2014,3.94,#N/A,921,2338692,3500000.00,11.2517106632,,,,,,
2/11/2014,4.92,#N/A,1142,2321660,3500000.00,14.0539835413,,,,,,
2/12/2014,4.30,#N/A,1008,2342554,3500000.00,12.2942736859,,,,,,
2/13/2014,4.06,#N/A,950,2342369,3500000.00,11.5877802101,,,,,,
2/14/2014,3.25,#N/A,765,2351669,3500000.00,9.2943109158,,,,,,
2/15/2014,3.08,#N/A,710,2305492,3500000.00,8.7988656155,,,,,,
2/16/2014,2.17,#N/A,544,2505278,3500000.00,6.2040448776,,,,,,
2/17/2014,3.53,#N/A,820,2321962,3500000.00,10.089989168,,,,,,
2/18/2014,3.38,#N/A,829,2455460,3500000.00,9.6461413689,,,,,,
2/19/2014,3.58,#N/A,860,2400017,3500000.00,10.2380227188,,,,,,
2/20/2014,3.41,#N/A,823,2413507,3500000.00,9.7427874517,,,,,,
2/21/2014,4.63,#N/A,965,2086130,3500000.00,13.2165438259,,,,,,
2/22/2014,2.02,#N/A,503,2493560,3500000.00,5.7634179933,,,,,,
2/23/2014,2.07,#N/A,511,2466834,3500000.00,5.9185174195,,,,,,
2/24/2014,6.58,#N/A,1547,2349574,3500000.00,18.8119207993,,,,,,
2/25/2014,5.27,#N/A,1269,2408661,3500000.00,15.0528209894,,,,,,
2/26/2014,4.59,#N/A,1102,2403315,3500000.00,13.1009519292,,,,,,
2/27/2014,4.01,#N/A,971,2418753,3500000.00,11.4699008716,,,,,,
2/28/2014,3.57,#N/A,839,2349128,3500000.00,10.2043943844,,,,,,
3/1/2014,2.46,#N/A,566,2298519,3500000.00,7.0355862063,,,,,,
3/2/2014,2.05,#N/A,506,2473810,3500000.00,5.844079722,,,,,,
3/3/2014,3.38,#N/A,782,2316063,3500000.00,9.6469125161,,,,,,
3/4/2014,3.71,#N/A,894,2411500,3500000.00,10.5921033145,,,,,,
3/5/2014,4.56,#N/A,1100,2414373,3500000.00,13.0172808545,,,,,,
3/6/2014,4.09,#N/A,957,2337216,3500000.00,11.6989003767,,,,,,
3/7/2014,3.69,#N/A,852,2311042,3500000.00,10.5332820186,,,,,,
3/8/2014,2.34,#N/A,520,2219908,3500000.00,6.6926840469,,,,,,
3/9/2014,2.05,#N/A,474,2312788,3500000.00,5.8556413916,,,,,,
3/10/2014,3.58,#N/A,829,2314034,3500000.00,10.2356811895,,,,,,
3/11/2014,4.19,#N/A,908,2166921,3500000.00,11.9722210191,,,,,,
3/12/2014,4.67,#N/A,1114,2386013,3500000.00,13.3396471136,,,,,,
3/13/2014,4.32,#N/A,942,2180255,3500000.00,12.3445586476,,,,,,
3/14/2014,5.12,#N/A,1167,2277396,3500000.00,14.6407814639,,,,,,
3/15/2014,2.83,#N/A,633,2240562,3500000.00,8.0719543961,,,,,,
3/16/2014,3.35,#N/A,808,2414322,3500000.00,9.5619864648,,,,,,
3/17/2014,4.23,#N/A,971,2293717,3500000.00,12.0951526029,,,,,,
3/18/2014,3.95,#N/A,929,2353263,3500000.00,11.279171577,,,,,,
3/19/2014,3.41,#N/A,847,2487038,3500000.00,9.7304504394,,,,,,
3/20/2014,3.43,#N/A,839,2447519,3500000.00,9.7941746607,,,,,,
3/21/2014,3.31,#N/A,763,2307946,3500000.00,9.4456282773,,,,,,
3/22/2014,2.15,#N/A,467,2171893,3500000.00,6.1434228771,,,,,,
3/23/2014,2.50,#N/A,601,2402148,3500000.00,7.1483641189,,,,,,
3/24/2014,4.02,#N/A,873,2173488,3500000.00,11.475958065,,,,,,
3/25/2014,3.82,#N/A,833,2181480,3500000.00,10.9100243871,,,,,,
3/26/2014,4.17,#N/A,921,2206808,3500000.00,11.9241391704,,,,,,
3/27/2014,4.06,#N/A,895,2204183,3500000.00,11.6013182986,,,,,,
3/28/2014,11.66,#N/A,2457,2107504,3500000.00,33.30954532,,,,,,
3/29/2014,2.44,#N/A,503,2063882,3500000.00,6.9632995353,,,,,,
3/30/2014,2.31,#N/A,513,2221298,3500000.00,6.5984585846,,,,,,
3/31/2014,4.04,#N/A,898,2220566,3500000.00,11.5543257247,,,,,,
4/1/2014,4.96,#N/A,959,1934243,3500000.00,14.1657485642,,,,,,
4/2/2014,5.24,#N/A,1123,2141577,3500000.00,14.9822837496,,,,,,
4/3/2014,6.50,#N/A,1363,2097084,3500000.00,18.5700034633,,,,,,
4/4/2014,4.66,#N/A,985,2115202,3500000.00,13.3050446921,,,,,,
4/5/2014,2.27,#N/A,464,2045384,3500000.00,6.4814933808,,,,,,
4/6/2014,3.25,#N/A,735,2262730,3500000.00,9.2808244908,,,,,,
4/7/2014,3.49,#N/A,816,2340128,3500000.00,9.9628249883,,,,,,
4/8/2014,4.50,#N/A,1071,2380886,3500000.00,12.8523583238,,,,,,
4/9/2014,9.07,#N/A,2009,2214114,3500000.00,25.9245910554,,,,,,
4/10/2014,5.23,#N/A,1114,2130186,3500000.00,14.941686514,,,,,,
4/11/2014,6.54,#N/A,1360,2078240,3500000.00,18.6971393377,,,,,,
4/12/2014,3.15,#N/A,662,2103981,3500000.00,8.9897607033,,,,,,
4/13/2014,2.58,#N/A,583,2262463,3500000.00,7.3623934876,,,,,,
4/14/2014,4.82,#N/A,1033,2141452,3500000.00,13.7823708933,,,,,,
4/15/2014,4.61,#N/A,982,2129425,3500000.00,13.1759244196,,,,,,
4/16/2014,4.70,#N/A,969,2061222,3500000.00,13.4316993927,,,,,,
4/17/2014,3.93,#N/A,875,2224199,3500000.00,11.2400014567,,,,,,
4/18/2014,3.53,#N/A,759,2148041,3500000.00,10.0955774521,,,,,,
4/19/2014,2.33,#N/A,456,1957560,3500000.00,6.6555157587,,,,,,
4/20/2014,1.80,#N/A,419,2328071,3500000.00,5.1422093963,,,,,,
4/21/2014,2.29,#N/A,485,2117114,3500000.00,6.5452983907,,,,,,
4/22/2014,4.42,#N/A,963,2179379,3500000.00,12.6248283177,,,,,,
4/23/2014,5.65,#N/A,1244,2201138,3500000.00,16.1474914989,,,,,,
4/24/2014,5.02,#N/A,1102,2194367,3500000.00,14.3484268063,,,,,,
4/25/2014,3.71,#N/A,827,2231053,3500000.00,10.5907710075,,,,,,
4/26/2014,2.65,#N/A,518,1956343,3500000.00,7.5651355616,,,,,,
4/27/2014,1.97,#N/A,435,2213635,3500000.00,5.61455318,,,,,,
4/28/2014,3.78,#N/A,809,2140365,3500000.00,10.7992261667,,,,,,
4/29/2014,3.60,#N/A,794,2205239,3500000.00,10.2871907697,,,,,,
4/30/2014,4.44,#N/A,978,2202802,3500000.00,12.6851424426,,,,,,
5/1/2014,4.22,#N/A,929,2203108,3500000.00,12.0479146473,,,,,,
5/2/2014,3.70,#N/A,726,1960543,3500000.00,10.5801592431,,,,,,
5/3/2014,2.35,#N/A,474,2016880,3500000.00,6.7147560305,,,,,,
5/4/2014,1.77,#N/A,371,2096734,3500000.00,5.0554815251,,,,,,
5/5/2014,3.26,#N/A,677,2073887,3500000.00,9.3268616578,,,,,,
5/6/2014,3.60,#N/A,826,2291794,3500000.00,10.2976096455,,,,,,
5/7/2014,3.85,#N/A,866,2248957,3500000.00,11.0019254005,,,,,,
5/8/2014,4.13,#N/A,931,2251598,3500000.00,11.8138317764,,,,,,
5/9/2014,4.86,#N/A,776,1597614,3500000.00,13.8778381833,,,,,,
5/10/2014,2.10,#N/A,378,1800766,3500000.00,5.9974477528,,,,,,
5/11/2014,2.98,#N/A,386,1293136,3500000.00,8.5285472128,,,,,,
5/12/2014,6.94,#N/A,902,1300408,3500000.00,19.8179560349,,,,,,
5/13/2014,10.41,#N/A,1322,1270418,3500000.00,29.7314966975,,,,,,
5/14/2014,8.22,#N/A,1046,1271899,3500000.00,23.4969241156,,,,,,
5/15/2014,7.46,#N/A,943,1264252,3500000.00,21.3113027647,,,,,,
5/16/2014,6.96,#N/A,791,1136045,3500000.00,19.8935781593,,,,,,
5/17/2014,4.30,#N/A,471,1094639,3500000.00,12.2936811653,,,,,,
5/18/2014,4.48,#N/A,503,1123788,3500000.00,12.7883805232,,,,,,
5/19/2014,7.72,#N/A,892,1155253,3500000.00,22.0607211457,,,,,,
5/20/2014,6.59,#N/A,823,1249747,3500000.00,18.8152367754,,,,,,
5/21/2014,6.90,#N/A,894,1295677,3500000.00,19.7139079746,,,,,,
5/22/2014,6.40,#N/A,817,1276370,3500000.00,18.2884721067,,,,,,
5/23/2014,6.04,#N/A,716,1184601,3500000.00,17.2692263953,,,,,,
5/24/2014,3.26,#N/A,394,1208158,3500000.00,9.3176081747,,,,,,
5/25/2014,3.11,#N/A,377,1213714,3500000.00,8.8747666843,,,,,,
5/26/2014,6.47,#N/A,800,1236281,3500000.00,18.4886307054,,,,,,
5/27/2014,6.54,#N/A,821,1255955,3500000.00,18.6767383044,,,,,,
5/28/2014,6.52,#N/A,813,1246743,3500000.00,18.6314031268,,,,,,
5/29/2014,4.88,#N/A,535,1096917,3500000.00,13.9351603501,,,,,,
5/30/2014,5.28,#N/A,591,1120081,3500000.00,15.0754403349,,,,,,
5/31/2014,3.59,#N/A,377,1050605,3500000.00,10.2525959532,,,,,,
6/1/2014,4.90,#N/A,538,1097276,3500000.00,14.0087166505,,,,,,
6/2/2014,6.68,#N/A,784,1173901,3500000.00,19.0816772454,,,,,,
6/3/2014,7.21,#N/A,871,1207468,3500000.00,20.6098333751,,,,,,
6/4/2014,7.10,#N/A,897,1263438,3500000.00,20.2847875626,,,,,,
6/5/2014,6.43,#N/A,776,1205945,3500000.00,18.385107589,,,,,,
6/6/2014,6.65,#N/A,728,1094721,3500000.00,19.0002749559,,,,,,
6/7/2014,4.66,#N/A,470,1008410,3500000.00,13.3165789992,,,,,,
6/8/2014,3.87,#N/A,402,1039393,3500000.00,11.0504056557,,,,,,
6/9/2014,3.61,#N/A,466,1289880,3500000.00,10.322111913,,,,,,
6/10/2014,6.45,#N/A,810,1255197,3500000.00,18.4376294262,,,,,,
6/11/2014,6.29,#N/A,800,1271416,3500000.00,17.977705847,,,,,,
6/12/2014,5.27,#N/A,734,1391787,3500000.00,15.0679871068,,,,,,
6/13/2014,3.83,#N/A,695,1816078,3500000.00,10.9340803959,,,,,,
6/14/2014,3.06,#N/A,362,1183073,3500000.00,8.7423659765,,,,,,
6/15/2014,3.11,#N/A,376,1209691,3500000.00,8.8806622045,,,,,,
6/16/2014,5.61,#N/A,723,1289661,3500000.00,16.0174982861,,,,,,
6/17/2014,5.53,#N/A,760,1374958,3500000.00,15.7926901871,,,,,,
6/18/2014,4.77,#N/A,752,1577892,3500000.00,13.6167204636,,,,,,
6/19/2014,17.12,#N/A,2103,1228499,3500000.00,48.9098601511,,,,,,
6/20/2014,9.92,#N/A,1122,1131606,3500000.00,28.3288908482,,,,,,
6/21/2014,4.67,#N/A,484,1036002,3500000.00,13.3480161511,,,,,,
6/22/2014,4.13,#N/A,457,1106362,3500000.00,11.8018721333,,,,,,
6/23/2014,5.87,#N/A,779,1327159,3500000.00,16.7705172155,,,,,,
6/24/2014,7.13,#N/A,869,1218640,3500000.00,20.3740000563,,,,,,
6/25/2014,9.35,#N/A,1066,1139514,3500000.00,26.7281866279,,,,,,
6/26/2014,6.72,#N/A,798,1187748,3500000.00,19.1959910688,,,,,,
6/27/2014,6.46,#N/A,626,968546,3500000.00,18.4665615115,,,,,,
6/28/2014,4.50,#N/A,471,1046215,3500000.00,12.8626934781,,,,,,
6/29/2014,3.21,#N/A,459,1430193,3500000.00,9.1695915966,,,,,,
6/30/2014,5.86,#N/A,709,1210531,3500000.00,16.734096737,,,,,,
7/1/2014,5.41,#N/A,707,1306475,3500000.00,15.461451616,,,,,,
7/2/2014,8.43,#N/A,944,1119316,3500000.00,24.0963486374,,,,,,
7/3/2014,8.50,#N/A,958,1126967,3500000.00,24.2876930482,,,,,,
7/4/2014,7.39,#N/A,927,1254216,3500000.00,21.1173468411,,,,,,
7/5/2014,2.76,#N/A,451,1633924,3500000.00,7.8863608624,,,,,,
7/6/2014,3.57,#N/A,343,960948,3500000.00,10.1982625491,,,,,,
7/7/2014,7.25,#N/A,642,885794,3500000.00,20.7078137161,,,,,,
7/8/2014,4.32,#N/A,557,1288331,3500000.00,12.3526374156,,,,,,
7/9/2014,3.76,#N/A,603,1603155,3500000.00,10.7466660607,,,,,,
7/10/2014,5.60,#N/A,436,778786,3500000.00,15.9955916736,,,,,,
7/11/2014,6.05,#N/A,606,1002055,3500000.00,17.2787778259,,,,,,
7/12/2014,2.81,#N/A,302,1073827,3500000.00,8.0353459436,,,,,,
7/13/2014,2.86,#N/A,335,1170917,3500000.00,8.1743014846,,,,,,
7/14/2014,5.91,#N/A,611,1033246,3500000.00,16.8954371535,,,,,,
7/15/2014,6.96,#N/A,722,1036909,3500000.00,19.8942929694,,,,,,
7/16/2014,8.11,#N/A,813,1002202,3500000.00,23.1775344976,,,,,,
7/17/2014,5.47,#N/A,613,1120249,3500000.00,15.6342792667,,,,,,
7/18/2014,4.75,#N/A,492,1035079,3500000.00,13.5807439405,,,,,,
7/19/2014,4.59,#N/A,393,857091,3500000.00,13.100792598,,,,,,
7/20/2014,4.06,#N/A,337,829820,3500000.00,11.6032048258,,,,,,
7/21/2014,4.73,#N/A,705,1490519,3500000.00,13.5139888474,,,,,,
7/22/2014,5.28,#N/A,681,1289069,3500000.00,15.0939498639,,,,,,
7/23/2014,5.04,#N/A,505,1001372,3500000.00,14.4088025515,,,,,,
7/24/2014,6.51,#N/A,625,960416,3500000.00,18.5931334517,,,,,,
7/25/2014,6.14,#N/A,552,899463,3500000.00,17.5342716392,,,,,,
7/26/2014,5.56,#N/A,454,816613,3500000.00,15.8844257579,,,,,,
7/27/2014,4.20,#N/A,350,833565,3500000.00,11.9966649272,,,,,,
7/28/2014,8.11,#N/A,801,987639,3500000.00,23.1721451722,,,,,,
7/29/2014,8.73,#N/A,813,930930,3500000.00,24.9520065188,,,,,,
7/30/2014,8.05,#N/A,768,953963,3500000.00,23.0017905756,,,,,,
7/31/2014,6.62,#N/A,620,936215,3500000.00,18.921172716,,,,,,
8/1/2014,6.36,#N/A,585,920346,3500000.00,18.1608717964,,,,,,
8/2/2014,4.52,#N/A,368,813548,3500000.00,12.9239893827,,,,,,
8/3/2014,4.71,#N/A,389,826738,3500000.00,13.4435404134,,,,,,
8/4/2014,6.66,#N/A,602,904143,3500000.00,19.023539418,,,,,,
8/5/2014,7.37,#N/A,678,919908,3500000.00,21.0580064218,,,,,,
8/6/2014,6.58,#N/A,625,950463,3500000.00,18.7878358833,,,,,,
8/7/2014,4.96,#N/A,467,942471,3500000.00,14.1573132148,,,,,,
8/8/2014,5.71,#N/A,557,975436,3500000.00,16.3150485673,,,,,,
8/9/2014,4.22,#N/A,350,828722,3500000.00,12.0667726934,,,,,,
8/10/2014,3.87,#N/A,379,980208,3500000.00,11.0472179666,,,,,,
8/11/2014,6.83,#N/A,654,957431,3500000.00,19.5165127155,,,,,,
8/12/2014,6.00,#N/A,599,997840,3500000.00,17.1513325927,,,,,,
8/13/2014,7.90,#N/A,762,964489,3500000.00,22.5730190509,,,,,,
8/14/2014,6.97,#N/A,682,978052,3500000.00,19.9229839372,,,,,,
8/15/2014,7.29,#N/A,665,912273,3500000.00,20.8270989057,,,,,,
8/16/2014,4.56,#N/A,383,839526,3500000.00,13.0345661038,,,,,,
8/17/2014,4.02,#N/A,365,908585,3500000.00,11.477815976,,,,,,
8/18/2014,6.39,#N/A,643,1005635,3500000.00,18.2684856548,,,,,,
8/19/2014,6.36,#N/A,618,971959,3500000.00,18.166551117,,,,,,
8/20/2014,7.29,#N/A,711,974785,3500000.00,20.8397602695,,,,,,
8/21/2014,5.71,#N/A,550,963699,3500000.00,16.3062177239,,,,,,
8/22/2014,8.55,#N/A,845,987871,3500000.00,24.4392811843,,,,,,
8/23/2014,4.88,#N/A,431,883677,3500000.00,13.9352791962,,,,,,
8/24/2014,3.90,#N/A,377,967255,3500000.00,11.1360794945,,,,,,
8/25/2014,6.68,#N/A,690,1032607,3500000.00,19.091760674,,,,,,
8/26/2014,6.15,#N/A,652,1059438,3500000.00,17.5834465335,,,,,,
8/27/2014,9.88,#N/A,968,980142,3500000.00,28.2174856879,,,,,,
8/28/2014,9.98,#N/A,1038,1040384,3500000.00,28.5059582396,,,,,,
8/29/2014,8.91,#N/A,882,989673,3500000.00,25.4629559461,,,,,,
8/30/2014,5.73,#N/A,523,912173,3500000.00,16.3816043041,,,,,,
8/31/2014,4.52,#N/A,474,1048185,3500000.00,12.9202928327,,,,,,
9/1/2014,6.62,#N/A,725,1095716,3500000.00,18.9047944123,,,,,,
9/2/2014,7.77,#N/A,750,964993,3500000.00,22.2059345804,,,,,,
9/3/2014,10.13,#N/A,978,965162,3500000.00,28.9514683989,,,,,,
9/4/2014,7.13,#N/A,673,943785,3500000.00,20.3738896344,,,,,,
9/5/2014,7.50,#N/A,686,915219,3500000.00,21.4156393169,,,,,,
9/6/2014,4.65,#N/A,390,838166,3500000.00,13.2943320808,,,,,,
9/7/2014,4.71,#N/A,408,866654,3500000.00,13.4507460384,,,,,,
9/8/2014,8.27,#N/A,751,907941,3500000.00,23.6327502086,,,,,,
9/9/2014,7.78,#N/A,785,1008986,3500000.00,22.2288232231,,,,,,
9/10/2014,9.15,#N/A,860,939502,3500000.00,26.1536735115,,,,,,
9/11/2014,8.04,#N/A,751,933789,3500000.00,22.9785774486,,,,,,
9/12/2014,7.63,#N/A,723,947434,3500000.00,21.8032526352,,,,,,
9/13/2014,5.96,#N/A,514,862468,3500000.00,17.0275468605,,,,,,
9/14/2014,4.76,#N/A,428,898711,3500000.00,13.6067895336,,,,,,
9/15/2014,7.54,#N/A,725,961289,3500000.00,21.5484476721,,,,,,
9/16/2014,11.46,#N/A,1128,984500,3500000.00,32.7359791047,,,,,,
9/17/2014,9.85,#N/A,991,1005768,3500000.00,28.1519055232,,,,,,
9/18/2014,8.52,#N/A,810,950541,3500000.00,24.3470372586,,,,,,
9/19/2014,10.39,#N/A,983,945718,3500000.00,29.6977685586,,,,,,
9/20/2014,7.21,#N/A,607,841448,3500000.00,20.6107295315,,,,,,
9/21/2014,15.95,#N/A,1476,925540,3500000.00,45.5641339882,,,,,,
9/22/2014,18.61,#N/A,1748,939206,3500000.00,53.1756155123,,,,,,
9/23/2014,15.12,#N/A,1470,972261,3500000.00,43.1982770059,,,,,,
9/24/2014,9.76,#N/A,1033,1058831,3500000.00,27.8744065052,,,,,,
9/25/2014,11.41,#N/A,1051,921092,3500000.00,32.6010555173,,,,,,
9/26/2014,10.76,#N/A,998,927140,3500000.00,30.7551024811,,,,,,
9/27/2014,6.39,#N/A,523,818212,3500000.00,18.2628183684,,,,,,
9/28/2014,5.00,#N/A,421,841786,3500000.00,14.2893460197,,,,,,
9/29/2014,8.48,#N/A,785,925925,3500000.00,24.2228813657,,,,,,
9/30/2014,9.71,#N/A,946,973776,3500000.00,27.7564567504,,,,,,
10/1/2014,9.23,#N/A,904,979252,3500000.00,26.3758168771,,,,,,
10/2/2014,9.02,#N/A,848,940555,3500000.00,25.7598667048,,,,,,
10/3/2014,8.34,#N/A,754,904024,3500000.00,23.8299615307,,,,,,
10/4/2014,7.72,#N/A,617,799415,3500000.00,22.0518396935,,,,,,
10/5/2014,5.61,#N/A,493,878583,3500000.00,16.032309168,,,,,,
10/6/2014,8.22,#N/A,789,959883,3500000.00,23.4850050921,,,,,,
10/7/2014,8.18,#N/A,818,999961,3500000.00,23.3723400927,,,,,,
10/8/2014,7.68,#N/A,786,1022897,3500000.00,21.9544517749,,,,,,
10/9/2014,8.21,#N/A,839,1022273,3500000.00,23.4491457482,,,,,,
10/10/2014,9.72,#N/A,985,1013382,3500000.00,27.7712226415,,,,,,
10/11/2014,6.16,#N/A,532,863732,3500000.00,17.5980512474,,,,,,
10/12/2014,4.13,#N/A,364,882294,3500000.00,11.7874540686,,,,,,
10/13/2014,21.17,#N/A,2143,1012231,3500000.00,60.4887337264,,,,,,
10/14/2014,13.15,#N/A,1310,996034,3500000.00,37.5776042069,,,,,,
10/15/2014,12.97,#N/A,1290,994776,3500000.00,37.0506956914,,,,,,
10/16/2014,8.97,#N/A,894,996761,3500000.00,25.6258593011,,,,,,
10/17/2014,9.66,#N/A,862,892219,3500000.00,27.6037289371,,,,,,
10/18/2014,6.90,#N/A,573,830354,3500000.00,19.716203657,,,,,,
10/19/2014,5.78,#N/A,488,845014,3500000.00,16.500149279,,,,,,
10/20/2014,10.73,#N/A,994,926287,3500000.00,30.6600438093,,,,,,
10/21/2014,8.71,#N/A,905,1039556,3500000.00,24.8732563298,,,,,,
10/22/2014,9.14,#N/A,871,952564,3500000.00,26.1249787791,,,,,,
10/23/2014,8.88,#N/A,844,950646,3500000.00,25.3662096241,,,,,,
10/24/2014,9.64,#N/A,890,922951,3500000.00,27.5513775147,,,,,,
10/25/2014,7.26,#N/A,604,831772,3500000.00,20.7474438393,,,,,,
10/26/2014,6.16,#N/A,557,903569,3500000.00,17.6126955598,,,,,,
10/27/2014,15.00,#N/A,1408,938396,3500000.00,42.8695043762,,,,,,
10/28/2014,54.04,#N/A,5174,957460,3500000.00,154.3966029166,,,,,,
10/29/2014,27.56,#N/A,2697,978667,3500000.00,78.7368357747,,,,,,
10/30/2014,20.66,#N/A,1986,961331,3500000.00,59.0253067288,,,,,,
10/31/2014,16.58,#N/A,1517,914792,3500000.00,47.3800133176,,,,,,
11/1/2014,12.61,#N/A,1088,862814,3500000.00,36.0282914808,,,,,,
11/2/2014,13.91,#N/A,1196,859558,3500000.00,39.7546513108,,,,,,
11/3/2014,13.83,#N/A,1315,950633,3500000.00,39.5225376895,,,,,,
11/4/2014,10.26,#N/A,1176,1145860,3500000.00,29.3229539385,,,,,,
11/5/2014,21.67,#N/A,2299,1060685,3500000.00,61.9276357125,,,,,,
11/6/2014,15.26,#N/A,1613,1056810,3500000.00,43.6083253241,,,,,,
11/7/2014,15.04,#N/A,1472,978743,3500000.00,42.9705682259,,,,,,
11/8/2014,11.86,#N/A,1002,845164,3500000.00,33.8733919435,,,,,,
11/9/2014,6.83,#N/A,625,915073,3500000.00,19.5144462323,,,,,,
11/10/2014,13.83,#N/A,1242,898248,3500000.00,39.5054754207,,,,,,
11/11/2014,14.03,#N/A,1400,998117,3500000.00,40.0754620951,,,,,,
11/12/2014,12.44,#N/A,1278,1026976,3500000.00,35.5551499882,,,,,,
11/13/2014,9.89,#N/A,956,967101,3500000.00,28.2434675533,,,,,,
11/14/2014,11.08,#N/A,1049,946881,3500000.00,31.6527932987,,,,,,
11/15/2014,7.32,#N/A,694,948428,3500000.00,20.9067756631,,,,,,
11/16/2014,8.02,#N/A,729,909279,3500000.00,22.9066891774,,,,,,
11/17/2014,10.19,#N/A,984,965711,3500000.00,29.112525087,,,,,,
11/18/2014,10.61,#N/A,1001,943669,3500000.00,30.3072369655,,,,,,
11/19/2014,14.19,#N/A,1395,983271,3500000.00,40.5352571744,,,,,,
11/20/2014,15.56,#N/A,1484,953495,3500000.00,44.4679835762,,,,,,
11/21/2014,12.60,#N/A,1220,968619,3500000.00,35.9864331147,,,,,,
11/22/2014,10.06,#N/A,814,808833,3500000.00,28.7539490317,,,,,,
11/23/2014,8.39,#N/A,700,834348,3500000.00,23.9708131379,,,,,,
11/24/2014,11.18,#N/A,819,732861,3500000.00,31.9296565106,,,,,,
11/25/2014,14.47,#N/A,1372,948227,3500000.00,41.3403119717,,,,,,
11/26/2014,15.71,#N/A,1477,940177,3500000.00,44.8851652402,,,,,,
11/27/2014,12.33,#N/A,1174,952201,3500000.00,35.2266560767,,,,,,
11/28/2014,9.65,#N/A,890,922390,3500000.00,27.5681343343,,,,,,
11/29/2014,6.46,#N/A,532,824093,3500000.00,18.444520218,,,,,,
11/30/2014,7.34,#N/A,627,854062,3500000.00,20.9753925526,,,,,,
12/1/2014,9.64,#N/A,926,960576,3500000.00,27.5429980107,,,,,,
12/2/2014,8.21,#N/A,795,968391,3500000.00,23.4556968356,,,,,,
12/3/2014,7.84,#N/A,747,952219,3500000.00,22.4138114686,,,,,,
12/4/2014,8.48,#N/A,795,937749,3500000.00,24.2221380287,,,,,,
12/5/2014,8.42,#N/A,772,917291,3500000.00,24.0459601775,,,,,,
