Data,Unique ZZP users per 10.000 tweets,CBS data,UniqueZZP,Messages Per Day,Nltwitter gebruikers,"Unique ZZP users per 10,000 tweets per 10 million Dutch twitter users",,,,,jaar,Nltwitter gebruikers
10/4/2013,#N/A,#N/A,#N/A,2963562,3675000.00,#N/A,,,,,,
10/5/2013,#N/A,#N/A,#N/A,2949337,3675000.00,#N/A,,,,,,
10/6/2013,#N/A,#N/A,#N/A,3050351,3675000.00,#N/A,,,,,,
10/7/2013,#N/A,#N/A,#N/A,2781440,3675000.00,#N/A,,,,,,
10/8/2013,#N/A,#N/A,#N/A,2816029,3675000.00,#N/A,,,,,,
10/9/2013,#N/A,#N/A,#N/A,2848701,3675000.00,#N/A,,,,,,
10/10/2013,#N/A,#N/A,#N/A,2802238,3675000.00,#N/A,,,,,,
10/11/2013,#N/A,#N/A,#N/A,2994925,3675000.00,#N/A,,,,,,
10/12/2013,#N/A,#N/A,#N/A,2886829,3675000.00,#N/A,,,,,,
10/13/2013,#N/A,#N/A,#N/A,3154914,3675000.00,#N/A,,,,,,
10/14/2013,#N/A,#N/A,#N/A,2941761,3675000.00,#N/A,,,,,,
10/15/2013,#N/A,#N/A,#N/A,2986042,3675000.00,#N/A,,,,,,
10/16/2013,#N/A,#N/A,#N/A,2823310,3675000.00,#N/A,,,,,,
10/17/2013,#N/A,#N/A,#N/A,2867492,3675000.00,#N/A,,,,,,
10/18/2013,#N/A,#N/A,#N/A,2963889,3675000.00,#N/A,,,,,,
10/19/2013,#N/A,#N/A,#N/A,2595183,3675000.00,#N/A,,,,,,
10/20/2013,#N/A,#N/A,#N/A,3054802,3675000.00,#N/A,,,,,,
10/21/2013,#N/A,#N/A,#N/A,3070589,3675000.00,#N/A,,,,,,
10/22/2013,#N/A,#N/A,#N/A,3211673,3675000.00,#N/A,,,,,,
10/23/2013,#N/A,#N/A,#N/A,3117778,3675000.00,#N/A,,,,,,
10/24/2013,#N/A,#N/A,#N/A,1900499,3675000.00,#N/A,,,,,,
10/25/2013,#N/A,#N/A,#N/A,2102015,3675000.00,#N/A,,,,,,
10/26/2013,#N/A,#N/A,#N/A,3014089,3675000.00,#N/A,,,,,,
10/27/2013,#N/A,#N/A,#N/A,3216765,3675000.00,#N/A,,,,,,
10/28/2013,#N/A,#N/A,#N/A,3168353,3675000.00,#N/A,,,,,,
10/29/2013,#N/A,#N/A,#N/A,2906376,3675000.00,#N/A,,,,,,
10/30/2013,#N/A,#N/A,#N/A,2856282,3675000.00,#N/A,,,,,,
10/31/2013,0.06,#N/A,17,2815572,3675000.00,0.1642952246,,,,,,
11/1/2013,3.02,#N/A,883,2924354,3675000.00,8.2162456681,,,,,,
11/2/2013,1.64,#N/A,475,2896168,3675000.00,4.4628523166,,,,,,
11/3/2013,1.41,#N/A,435,3090294,3675000.00,3.8302940412,,,,,,
11/4/2013,2.93,#N/A,825,2813608,3675000.00,7.9787161509,,,,,,
11/5/2013,3.50,#N/A,988,2819225,3675000.00,9.5360795046,,,,,,
11/6/2013,3.29,#N/A,920,2797091,3675000.00,8.9500175738,,,,,,
11/7/2013,3.10,#N/A,854,2754542,3675000.00,8.4362827788,,,,,,
11/8/2013,3.27,#N/A,905,2767614,3675000.00,8.8978630474,,,,,,
11/9/2013,2.10,#N/A,594,2822186,3675000.00,5.727214757,,,,,,
11/10/2013,1.54,#N/A,475,3083001,3675000.00,4.1923989217,,,,,,
11/11/2013,2.92,#N/A,776,2655478,3675000.00,7.9517308215,,,,,,
11/12/2013,2.69,#N/A,553,2057668,3675000.00,7.3129479817,,,,,,
11/13/2013,2.89,#N/A,770,2667169,3675000.00,7.8556630466,,,,,,
11/14/2013,3.15,#N/A,844,2680724,3675000.00,8.5670835172,,,,,,
11/15/2013,2.61,#N/A,707,2709490,3675000.00,7.1002643442,,,,,,
11/16/2013,1.94,#N/A,535,2752336,3675000.00,5.2892608785,,,,,,
11/17/2013,2.01,#N/A,576,2869698,3675000.00,5.4617138764,,,,,,
11/18/2013,3.05,#N/A,821,2695450,3675000.00,8.2880914335,,,,,,
11/19/2013,3.58,#N/A,983,2749312,3675000.00,9.7290883391,,,,,,
11/20/2013,3.20,#N/A,883,2759991,3675000.00,8.7055395776,,,,,,
11/21/2013,3.54,#N/A,926,2619127,3675000.00,9.6204876325,,,,,,
11/22/2013,2.99,#N/A,816,2725738,3675000.00,8.1460806698,,,,,,
11/23/2013,1.64,#N/A,459,2804227,3675000.00,4.4539175746,,,,,,
11/24/2013,1.62,#N/A,474,2925045,3675000.00,4.409490857,,,,,,
11/25/2013,3.20,#N/A,872,2722636,3675000.00,8.7150434933,,,,,,
11/26/2013,2.80,#N/A,719,2572399,3675000.00,7.6055953413,,,,,,
11/27/2013,3.24,#N/A,886,2738527,3675000.00,8.8035807342,,,,,,
11/28/2013,3.31,#N/A,877,2653030,3675000.00,8.9949776588,,,,,,
11/29/2013,5.01,#N/A,1346,2685280,3675000.00,13.6394902357,,,,,,
11/30/2013,2.14,#N/A,575,2685383,3675000.00,5.8264532483,,,,,,
12/1/2013,1.24,#N/A,2,16146,3675000.00,3.3706037847,,,,,,
12/2/2013,3.37,#N/A,649,1924812,3675000.00,9.1748513338,,,,,,
12/3/2013,3.72,#N/A,967,2601705,3675000.00,10.1137235659,,,,,,
12/4/2013,3.55,#N/A,942,2651386,3675000.00,9.6676429087,,,,,,
12/5/2013,3.02,#N/A,887,2940937,3675000.00,8.2069267114,,,,,,
12/6/2013,2.72,#N/A,747,2748414,3675000.00,7.3957309969,,,,,,
12/7/2013,2.40,#N/A,652,2716484,3675000.00,6.531051388,,,,,,
12/8/2013,1.80,#N/A,507,2812565,3675000.00,4.9051020571,,,,,,
12/9/2013,3.47,#N/A,905,2611553,3675000.00,9.4295809199,,,,,,
12/10/2013,3.67,#N/A,980,2668935,3675000.00,9.9915009795,,,,,,
12/11/2013,2.94,#N/A,817,2781703,3675000.00,7.9919720103,,,,,,
12/12/2013,3.91,#N/A,1021,2611914,3675000.00,10.6367640455,,,,,,
12/13/2013,3.38,#N/A,883,2614912,3675000.00,9.1885351723,,,,,,
12/14/2013,2.25,#N/A,594,2635046,3675000.00,6.1339594474,,,,,,
12/15/2013,1.97,#N/A,566,2872885,3675000.00,5.3609387582,,,,,,
12/16/2013,3.70,#N/A,466,1260599,3675000.00,10.0589260414,,,,,,
12/17/2013,3.75,#N/A,650,1732078,3675000.00,10.2114770986,,,,,,
12/18/2013,5.30,#N/A,563,1063144,3675000.00,14.4098333727,,,,,,
12/19/2013,3.02,#N/A,593,1964729,3675000.00,8.212865195,,,,,,
12/20/2013,2.93,#N/A,806,2748810,3675000.00,7.9787154402,,,,,,
12/21/2013,2.00,#N/A,524,2618519,3675000.00,5.4452548946,,,,,,
12/22/2013,1.76,#N/A,491,2786996,3675000.00,4.7938871163,,,,,,
12/23/2013,3.32,#N/A,729,2194142,3675000.00,9.0407706948,,,,,,
12/24/2013,2.29,#N/A,672,2929962,3675000.00,6.2409390585,,,,,,
12/25/2013,1.19,#N/A,315,2652684,3675000.00,3.2312286618,,,,,,
12/26/2013,1.29,#N/A,330,2559109,3675000.00,3.508874314,,,,,,
12/27/2013,1.81,#N/A,493,2726103,3675000.00,4.9209314492,,,,,,
12/28/2013,1.53,#N/A,403,2633309,3675000.00,4.1643371114,,,,,,
12/29/2013,1.41,#N/A,380,2689163,3675000.00,3.8451131651,,,,,,
12/30/2013,2.38,#N/A,678,2851435,3675000.00,6.4700684364,,,,,,
12/31/2013,0.84,#N/A,15,178355,3675000.00,2.2884879331,,,,,,
